hhid,persid,dayType_journey,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS_journey,homeregion_ASGS_journey,wasted_time,journey_label,travdow,agegroup,sex,carlicence,mbikelicence,otherlicence,nolicence,fulltimework,parttimework,casualwork,anywork,studying,activities,mainact,emptype,startplace,numstops,persinc,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,persinc_category,hhsize,dwelltype,owndwell,aveagegroup_5,hhinc_group,hhinc_category,homelga
Y24H5820329,Y24H5820329P01,Weekday,train,39,6.735130000000001,42.0,508.818374419,melb - inner,greater melbourne,3.0,1,Monday,60->64,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,6,1500,No,0,0,0,0,0,0,0,No,medium,2,Terrace or Townhouse,Fully Owned,40->44,2000,medium,C
Y24H5820330,Y24H5820330P01,Weekday,bicycle,20,5.25434,20.0,580.819400332,melb - inner,greater melbourne,0.0,1,Tuesday,40->44,Male,Full Licence,0,1,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,3000,No,0,0,0,0,0,0,0,No,high,4,Terrace or Townhouse,Being Purchased,20->24,5000,high,C
Y24H5820330,Y24H5820330P02,Weekday,vehicle driver,45,15.05918,60.0,935.078593109,melb - inner,greater melbourne,15.0,1,Tuesday,35->39,Female,Full Licence,0,1,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,4,1500,No,0,0,0,0,0,0,0,No,medium,4,Terrace or Townhouse,Being Purchased,20->24,5000,high,C
Y24H5820331,Y24H5820331P01,Weekday,vehicle driver,19,5.59251,19.0,801.692382282,melb - inner,greater melbourne,0.0,1,Wednesday,35->39,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,5,3000,Yes,1,0,0,1,1,0,0,No,high,1,Terrace or Townhouse,Being Rented,35->39,3500,medium,C
Y24H5820337,Y24H5820337P01,Weekday,public bus,27,4.46791,35.0,1199.644857951,melb - inner,greater melbourne,8.0,1,Tuesday,20->24,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,6,1500,Yes,1,0,0,1,1,0,0,No,medium,3,Terrace or Townhouse,Being Rented,20->24,4000,high,C
Y24H5820337,Y24H5820337P02,Weekday,train,53,9.51977,56.0,1199.644857951,melb - inner,greater melbourne,3.0,1,Tuesday,20->24,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,10,1250,No,0,0,0,0,0,0,0,No,medium,3,Terrace or Townhouse,Being Rented,20->24,4000,high,C
Y24H5820337,Y24H5820337P03,Weekday,public bus,27,4.468259999999999,30.0,2014.081046326,melb - inner,greater melbourne,3.0,1,Tuesday,20->24,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,6,1250,No,0,0,0,0,0,0,0,No,medium,3,Terrace or Townhouse,Being Rented,20->24,4000,high,C
Y24H5820408,Y24H5820408P01,Weekday,train,81,43.44039,87.0,362.195507229,melb - outer,greater melbourne,6.0,1,Monday,35->39,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,12,2000,Yes,1,1,1,0,1,0,0,No,high,4,Separate House,Fully Owned,15->19,2500,medium,C
Y24H5820409,Y24H5820409P01,Weekday,vehicle driver,53,34.09702,53.0,617.626567622,melb - outer,greater melbourne,0.0,1,Tuesday,35->39,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Self-Employed,At Home,8,2000,No,0,0,0,0,0,0,0,No,high,4,Separate House,Fully Owned,20->24,3500,medium,C
Y24H5820411,Y24H5820411P01,Weekday,vehicle driver,50,37.40253,50.0,615.851147943,melb - outer,greater melbourne,0.0,1,Thursday,60->64,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Self-Employed,At Home,2,1500,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Purchased,35->39,3500,medium,C
Y24H5820411,Y24H5820411P02,Weekday,vehicle driver,20,13.54587,20.0,1338.157648556,melb - outer,greater melbourne,0.0,1,Thursday,50->54,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1000,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Purchased,35->39,3500,medium,C
Y24H5820411,Y24H5820411P03,Weekday,vehicle driver,45,31.65501,45.0,1517.926545193,melb - outer,greater melbourne,0.0,1,Thursday,25->29,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1000,Yes,0,1,0,0,0,0,0,No,medium,4,Separate House,Being Purchased,35->39,3500,medium,C
Y24H5820416,Y24H5820416P02,Weekday,vehicle driver,37,35.00317,37.0,1527.296952366,melb - outer,greater melbourne,0.0,1,Tuesday,25->29,Male,Full Licence,1,1,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1500,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Being Purchased,25->29,1500,low,C
Y24H5820417,Y24H5820417P01,Weekday,vehicle driver,82,48.53493,82.0,918.182963263,melb - outer,greater melbourne,0.0,1,Wednesday,30->34,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,7,1500,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Being Rented,25->29,3000,medium,C
Y24H5820424,Y24H5820424P01,Weekday,vehicle driver,45,28.9617,45.0,617.359160584,melb - outer,greater melbourne,0.0,1,Wednesday,25->29,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,3,1000,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Being Rented,25->29,2000,medium,C
Y24H5820424,Y24H5820424P02,Weekday,vehicle driver,36,33.51005,36.0,530.138026198,melb - outer,greater melbourne,0.0,1,Wednesday,25->29,Female,Green Probationary Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,5,800,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Being Rented,25->29,2000,medium,C
Y24H5820428,Y24H5820428P02,Weekend,vehicle driver,23,24.51804,23.0,786.375955771,melb - outer,greater melbourne,0.0,1,Sunday,25->29,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,4,1750,No,0,0,0,0,0,0,0,No,high,3,Separate House,Being Purchased,15->19,1750,medium,C
Y24H5820437,Y24H5820437P01,Weekday,vehicle driver,65,54.40416999999999,75.0,781.501332679,melb - outer,greater melbourne,10.0,1,Tuesday,45->49,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,7,1750,No,0,0,0,0,0,0,0,No,high,4,Separate House,Being Purchased,30->34,4000,high,C
Y24H5820437,Y24H5820437P02,Weekday,train,68,39.99547,78.0,769.671101528,melb - outer,greater melbourne,10.0,1,Tuesday,45->49,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,6,1000,Yes,1,0,1,1,1,0,0,No,medium,4,Separate House,Being Purchased,30->34,4000,high,C
Y24H5820439,Y24H5820439P01,Weekday,vehicle driver,30,31.70265,30.0,455.122386201,melb - outer,greater melbourne,0.0,1,Thursday,30->34,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,7,1000,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Being Rented,30->34,2500,medium,C
Y24H5820523,Y24H5820523P02,Weekday,train,67,29.95244,72.0,158.806433128,melb - outer,greater melbourne,5.0,1,Tuesday,35->39,Female,Learners Permit,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,10,1500,Yes,1,0,0,0,1,0,0,No,medium,4,Separate House,Being Purchased,35->39,1500,low,C
Y24H5820525,Y24H5820525P02,Weekday,train,109,29.14879,111.0,288.155585187,melb - outer,greater melbourne,2.0,1,Thursday,50->54,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,10,3000,Yes,1,0,1,0,1,0,0,No,high,6,Separate House,Being Rented,30->34,6000,high,C
Y24H5820538,Y24H5820538P01,Weekday,vehicle driver,51,49.00231,51.0,235.81471344,melb - outer,greater melbourne,0.0,1,Wednesday,40->44,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,4,2000,Yes,1,1,0,0,1,0,0,No,high,3,Separate House,Fully Owned,30->34,3000,medium,C
Y24H5830102,Y24H5830102P03,Weekday,vehicle passenger,5,2.36847,5.0,484.719237232,melb - middle,greater melbourne,0.0,1,Tuesday,15->19,Male,Learners Permit,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,2,150,No,0,0,0,0,0,0,0,No,low,5,Separate House,Being Rented,25->29,3500,medium,C
Y24H5830108,Y24H5830108P01,Weekday,vehicle driver,46,33.09058,47.0,659.670112205,melb - middle,greater melbourne,1.0,1,Monday,50->54,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,4,2000,Yes,0,0,0,1,1,0,0,No,high,3,Separate House,Fully Owned,40->44,3000,medium,C
Y24H5830108,Y24H5830108P02,Weekday,vehicle driver,20,14.0104,20.0,790.56521265,melb - middle,greater melbourne,0.0,1,Monday,50->54,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,7,400,No,0,0,0,0,0,0,0,No,low,3,Separate House,Fully Owned,40->44,3000,medium,C
Y24H5830108,Y24H5830108P03,Weekday,vehicle passenger,14,9.0471,14.0,1027.19455885,melb - middle,greater melbourne,0.0,1,Monday,15->19,Male,No Car Licence,0,0,Yes,0,0,1,1,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,At Home,8,1,No,0,0,0,0,0,0,0,No,low,3,Separate House,Fully Owned,40->44,3000,medium,C
Y24H5830115,Y24H5830115P03,Weekday,vehicle driver,25,14.24305,25.0,1562.420496862,melb - middle,greater melbourne,0.0,1,Monday,20->24,Male,Green Probationary Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,0,No,0,0,0,0,0,0,0,No,low,5,Separate House,Being Purchased,30->34,4000,high,C
Y24H5830115,Y24H5830115P04,Weekday,vehicle driver,25,9.77425,25.0,1562.420496862,melb - middle,greater melbourne,0.0,1,Monday,20->24,Male,Green Probationary Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1000,No,0,0,0,0,0,0,0,No,medium,5,Separate House,Being Purchased,30->34,4000,high,C
Y24H5830118,Y24H5830118P02,Weekday,vehicle driver,12,7.2252,12.0,737.099189906,melb - middle,greater melbourne,0.0,1,Thursday,60->64,Female,Full Licence,0,0,No,0,0,1,1,No Study,No other activity,Casual Work,Paid Employee,At Home,3,1000,No,0,0,0,0,0,0,0,No,medium,5,Separate House,Fully Owned,45->49,5000,high,C
Y24H5830118,Y24H5830118P04,Weekday,vehicle driver,33,23.67293,33.0,435.564509414,melb - middle,greater melbourne,0.0,1,Thursday,35->39,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1750,Yes,0,1,1,1,0,0,0,Yes,high,5,Separate House,Fully Owned,45->49,5000,high,C
Y24H5830118,Y24H5830118P05,Weekday,train,66,37.69588,71.0,563.625372547,melb - middle,greater melbourne,5.0,1,Thursday,25->29,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,15,2000,Yes,1,1,1,0,1,0,0,No,high,5,Separate House,Fully Owned,45->49,5000,high,C
Y24H5830120,Y24H5830120P04,Weekend,vehicle driver,6,2.42693,66.0,560.742265328,melb - middle,greater melbourne,60.0,1,Saturday,15->19,Female,Red Probationary Licence,0,0,No,0,0,1,1,Secondary,No other activity,Secondary School,Paid Employee,At Home,3,1,No,0,0,0,0,0,0,0,No,low,4,Separate House,Fully Owned,30->34,4500,high,C
Y24H5830122,Y24H5830122P01,Weekday,vehicle driver,40,34.11211,40.0,218.372482561,melb - middle,greater melbourne,0.0,1,Monday,55->59,Male,Full Licence,0,0,No,0,0,1,1,No Study,No other activity,Casual Work,Paid Employee,At Home,4,650,No,0,0,0,0,0,0,0,No,medium,2,"Unit, Flat or Apartment",Fully Owned,55->59,1000,low,C
Y24H5830122,Y24H5830122P02,Weekday,public bus,33,13.85351,48.0,296.57503453,melb - middle,greater melbourne,15.0,1,Monday,50->54,Female,Full Licence,0,0,No,0,0,1,1,No Study,No other activity,Casual Work,Paid Employee,At Home,10,400,No,0,0,0,0,0,0,0,No,low,2,"Unit, Flat or Apartment",Fully Owned,55->59,1000,low,C
Y24H5830124,Y24H5830124P01,Weekday,train,63,33.32787,70.0,472.95597736,melb - middle,greater melbourne,7.0,1,Wednesday,55->59,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,6,2000,No,0,0,0,0,0,0,0,No,high,3,Separate House,Being Purchased,40->44,2500,medium,C
Y24H5830124,Y24H5830124P03,Weekday,train,67,32.91463,75.0,707.973211747,melb - middle,greater melbourne,8.0,1,Wednesday,15->19,Male,Learners Permit,0,0,No,0,0,1,1,No Study,No other activity,Casual Work,Paid Employee,At Home,10,1,No,0,0,0,0,0,0,0,No,low,3,Separate House,Being Purchased,40->44,2500,medium,C
Y24H5830131,Y24H5830131P02,Weekday,vehicle driver,15,14.07911,15.0,481.70681222,melb - middle,greater melbourne,0.0,1,Wednesday,20->24,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1,No,0,0,0,0,0,0,0,No,low,2,Separate House,Fully Owned,50->54,500,low,C
Y24H5830132,Y24H5830132P01,Weekday,vehicle driver,27,24.922,27.0,283.405040413,melb - middle,greater melbourne,0.0,1,Thursday,60->64,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,3,1250,No,0,0,0,0,0,0,0,No,medium,1,Separate House,Fully Owned,60->64,1250,low,C
Y24H5830141,Y24H5830141P01,Weekend,vehicle driver,7,2.69381,7.0,394.816668567,melb - middle,greater melbourne,0.0,1,Saturday,20->24,Female,Full Licence,0,0,No,0,1,0,1,Part-time TAFE/Uni,No other activity,Part-time Work,Paid Employee,At Home,10,400,No,0,0,0,0,0,0,0,No,low,2,"Unit, Flat or Apartment",Being Rented,20->24,1250,low,C
Y24H5830142,Y24H5830142P01,Weekend,vehicle driver,34,35.74705,34.0,902.905024967,melb - middle,greater melbourne,0.0,1,Sunday,30->34,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,7,2000,No,0,0,0,0,0,0,0,No,high,2,Separate House,Being Purchased,30->34,4000,high,C
Y24H5830201,Y24H5830201P02,Weekday,public bus,68,16.68044,68.0,1028.828800303,melb - middle,greater melbourne,0.0,1,Monday,30->34,Female,Learners Permit,0,0,No,0,0,1,1,No Study,No other activity,Casual Work,Paid Employee,At Home,6,1000,No,0,0,0,0,0,0,0,No,medium,2,"Unit, Flat or Apartment",Occupied Rent-Free,30->34,1,low,C
Y24H5830204,Y24H5830204P01,Weekday,vehicle driver,30,18.29972,30.0,395.680783371,melb - middle,greater melbourne,0.0,1,Thursday,45->49,Male,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,2,800,No,0,0,0,0,0,0,0,No,medium,2,Other,Being Rented,45->49,800,low,C
Y24H5830216,Y24H5830216P01,Weekday,vehicle driver,20,13.22911,20.0,262.362524753,melb - middle,greater melbourne,0.0,1,Tuesday,40->44,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1000,No,0,0,0,0,0,0,0,No,medium,1,"Unit, Flat or Apartment",Being Rented,40->44,1000,low,C
Y24H5830217,Y24H5830217P01,Weekday,vehicle driver,15,2.13421,15.0,238.929951749,melb - middle,greater melbourne,0.0,1,Wednesday,35->39,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,4,1750,Yes,1,1,0,0,1,0,0,No,high,3,Separate House,Fully Owned,25->29,3000,medium,C
Y24H5830217,Y24H5830217P02,Weekday,vehicle driver,70,72.8695,90.0,468.853199674,melb - middle,greater melbourne,20.0,1,Wednesday,35->39,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,4,1000,Yes,1,0,0,1,1,0,0,No,medium,3,Separate House,Fully Owned,25->29,3000,medium,C
Y24H5830222,Y24H5830222P02,Weekday,vehicle driver,25,8.81647,25.0,492.622658945,melb - middle,greater melbourne,0.0,1,Monday,35->39,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,4,1000,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Being Purchased,25->29,4500,high,C
Y24H5830225,Y24H5830225P01,Weekday,vehicle driver,40,17.25851,40.0,558.532645281,melb - middle,greater melbourne,0.0,1,Thursday,60->64,Female,Full Licence,0,0,No,0,0,1,1,No Study,Volunteer,Casual Work,Paid Employee,At Home,5,3000,Yes,1,1,1,1,1,0,0,No,high,2,Separate House,Being Purchased,60->64,3500,medium,C
Y24H5830238,Y24H5830238P01,Weekday,vehicle driver,7,5.05483,7.0,381.798732255,melb - middle,greater melbourne,0.0,1,Wednesday,55->59,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,7,150,Yes,0,1,1,1,1,1,0,No,low,4,Separate House,Fully Owned,25->29,500,low,C
Y24H5830240,Y24H5830240P01,Weekday,vehicle driver,10,4.66493,10.0,982.564527725,melb - middle,greater melbourne,0.0,1,Friday,50->54,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,6,2000,No,0,0,0,0,0,0,0,No,high,5,Separate House,Fully Owned,25->29,3000,medium,C
Y24H5830502,Y24H5830502P01,Weekday,train,44,18.80218,55.0,1088.271278166,melb - middle,greater melbourne,11.0,1,Tuesday,60->64,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,10,1500,No,0,0,0,0,0,0,0,No,medium,1,Separate House,Being Rented,60->64,1500,low,C
Y24H5830508,Y24H5830508P02,Weekday,vehicle driver,10,4.82526,10.0,1051.73053093,melb - middle,greater melbourne,0.0,1,Monday,40->44,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,1,2000,Yes,1,1,1,1,1,0,0,No,high,4,Separate House,Fully Owned,25->29,2500,medium,C
Y24H5830508,Y24H5830508P03,Weekday,vehicle driver,25,8.745940000000001,70.0,2197.770663697,melb - middle,greater melbourne,45.0,1,Monday,15->19,Male,Red Probationary Licence,0,0,No,0,0,1,1,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,At Home,3,0,Yes,1,0,0,1,1,0,0,No,low,4,Separate House,Fully Owned,25->29,2500,medium,C
Y24H5840211,Y24H5840211P01,Weekday,train,59,16.27449,65.0,1084.965246627,melb - middle,greater melbourne,6.0,1,Thursday,60->64,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,9,2000,Yes,1,0,1,0,1,0,0,No,high,2,Terrace or Townhouse,Being Purchased,40->44,2500,medium,C
Y24H5840229,Y24H5840229P01,Weekday,vehicle driver,16,10.87127,16.0,1022.933284834,melb - middle,greater melbourne,0.0,1,Monday,25->29,Female,Full Licence,0,0,No,0,0,1,1,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,At Home,3,650,No,0,0,0,0,0,0,0,Yes,medium,1,"Unit, Flat or Apartment",Being Rented,25->29,650,low,C
Y24H5840302,Y24H5840302P01,Weekday,train,35,16.189049999999998,40.0,446.589818339,melb - inner,greater melbourne,5.0,1,Tuesday,55->59,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,8,2000,Yes,1,0,0,0,1,0,0,No,high,2,Terrace or Townhouse,Being Purchased,35->39,2500,medium,C
Y24H5840309,Y24H5840309P01,Weekday,train,45,15.929849999999998,50.0,502.611050422,melb - inner,greater melbourne,5.0,1,Tuesday,35->39,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Employer,At Home,11,2000,Yes,1,0,1,0,1,0,0,No,high,1,"Unit, Flat or Apartment",Being Purchased,35->39,2500,medium,C
Y24H5840319,Y24H5840319P01,Weekday,vehicle driver,20,5.65785,40.0,1377.377484243,melb - inner,greater melbourne,20.0,1,Friday,45->49,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Self-Employed,At Home,6,2000,No,0,0,0,0,0,0,0,No,high,4,Separate House,Being Purchased,25->29,3500,medium,C
Y24H5840321,Y24H5840321P01,Weekend,vehicle driver,15,8.72237,15.0,613.491211792,melb - inner,greater melbourne,0.0,1,Sunday,25->29,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1250,No,0,0,0,0,0,0,0,No,medium,1,"Unit, Flat or Apartment",Fully Owned,25->29,1250,low,C
Y24H5840322,Y24H5840322P01,Weekday,vehicle driver,45,21.92809,49.0,618.66237692,melb - inner,greater melbourne,4.0,1,Monday,35->39,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,7,2000,No,0,0,0,0,0,0,0,No,high,3,"Unit, Flat or Apartment",Fully Owned,20->24,4000,high,C
Y24H5840322,Y24H5840322P02,Weekday,vehicle passenger,25,11.75912,28.0,631.363824869,melb - inner,greater melbourne,3.0,1,Monday,35->39,Female,Learners Permit,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,4,1500,No,0,0,0,0,0,0,0,No,medium,3,"Unit, Flat or Apartment",Fully Owned,20->24,4000,high,C
Y24H5840325,Y24H5840325P01,Weekday,train,37,12.40457,40.0,527.331995825,melb - inner,greater melbourne,3.0,1,Thursday,30->34,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,6,2000,Yes,1,1,1,0,1,0,0,No,high,1,"Unit, Flat or Apartment",Being Rented,30->34,2500,medium,C
Y24H5840334,Y24H5840334P01,Weekend,vehicle driver,7,3.23316,11.0,549.556027439,melb - inner,greater melbourne,4.0,1,Saturday,35->39,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Self-Employed,At Home,12,1250,Yes,0,0,0,1,1,0,0,No,medium,2,"Unit, Flat or Apartment",Being Purchased,35->39,3500,medium,C
Y24H5840412,Y24H5840412P01,Weekday,vehicle driver,71,80.69007,71.0,1168.580644203,melb - outer,greater melbourne,0.0,1,Friday,35->39,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,7,1500,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Rented,20->24,3000,medium,C
Y24H5840412,Y24H5840412P02,Weekday,vehicle driver,8,3.4067,10.0,765.584865521,melb - outer,greater melbourne,2.0,1,Friday,30->34,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,8,1500,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Rented,20->24,3000,medium,C
Y24H5840422,Y24H5840422P01,Weekday,vehicle driver,60,27.41509,60.0,1664.927495884,melb - outer,greater melbourne,0.0,1,Monday,35->39,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,2000,No,0,0,0,0,0,0,0,No,high,3,Separate House,Being Rented,30->34,6000,high,C
